Label,Score,
POSITIVE,0.994254887,
POSITIVE,0.999851346,
POSITIVE,0.999886513,
NEGATIVE,0.996857285,
NEGATIVE,0.999784052,
NEGATIVE,0.984970748,
POSITIVE,0.999234438,
NEGATIVE,0.985382199,
POSITIVE,0.999817312,
NEGATIVE,0.996363819,
POSITIVE,0.830715656,
NEGATIVE,0.935087144,
POSITIVE,0.999874711,
POSITIVE,0.99914813,
POSITIVE,0.99955076,
POSITIVE,0.999859214,
POSITIVE,0.999880195,
POSITIVE,0.998452902,
NEGATIVE,0.991890788,
F,,A
F,,A
F,,A
NEGATIVE,0.987420976,
NEGATIVE,0.902849317,
POSITIVE,0.999737799,
NEGATIVE,0.998462677,
NEGATIVE,0.999592841,
F,,A
POSITIVE,0.999884605,
NEGATIVE,0.998959303,
NEGATIVE,0.99974674,
NEGATIVE,0.9910478,
POSITIVE,0.999882817,
NEGATIVE,0.993318796,
POSITIVE,0.999857545,
NEGATIVE,0.999397516,
POSITIVE,0.999847651,
POSITIVE,0.999874115,
NEGATIVE,0.999718845,
POSITIVE,0.999857783,
POSITIVE,0.99959451,
NEGATIVE,0.993976474,
NEGATIVE,0.999795496,
NEGATIVE,0.998938262,
NEGATIVE,0.766427696,
NEGATIVE,0.998478472,
NEGATIVE,0.999534488,
POSITIVE,0.999875784,
POSITIVE,0.999860883,
NEGATIVE,0.979567409,
POSITIVE,0.999869466,
POSITIVE,0.999151349,
F,,A
NEGATIVE,0.96660912,
NEGATIVE,0.99905175,
POSITIVE,0.999858618,
NEGATIVE,0.997189224,
NEGATIVE,0.99972707,
POSITIVE,0.999879837,
POSITIVE,0.999887109,
POSITIVE,0.999508142,
POSITIVE,0.999861956,
POSITIVE,0.999362051,
POSITIVE,0.999752104,
F,,A
NEGATIVE,0.998163521,
POSITIVE,0.994029403,
POSITIVE,0.999848962,
POSITIVE,0.999557674,
POSITIVE,0.999863625,
F,,A
POSITIVE,0.99957484,
POSITIVE,0.994987726,
POSITIVE,0.999824226,
POSITIVE,0.999875188,
NEGATIVE,0.997781217,
F,,A
NEGATIVE,0.986468554,
POSITIVE,0.999872565,
POSITIVE,0.999885201,
NEGATIVE,0.995134532,
POSITIVE,0.999858379,
NEGATIVE,0.999777019,
F,,A
POSITIVE,0.999422431,
POSITIVE,0.876198888,
POSITIVE,0.994978368,
NEGATIVE,0.999781907,
POSITIVE,0.997879028,
POSITIVE,0.914912224,
NEGATIVE,0.999350846,
POSITIVE,0.999816597,
NEGATIVE,0.991768599,
POSITIVE,0.938179195,
NEGATIVE,0.983110547,
POSITIVE,0.998551786,
POSITIVE,0.999827504,
POSITIVE,0.999871731,
POSITIVE,0.999876142,
POSITIVE,0.999819458,
POSITIVE,0.999884129,
POSITIVE,0.999818146,
NEGATIVE,0.964091122,
POSITIVE,0.998829782,
POSITIVE,0.999115765,
POSITIVE,0.999887109,
NEGATIVE,0.999480426,
POSITIVE,0.999807417,
POSITIVE,0.999796093,
POSITIVE,0.999750793,
POSITIVE,0.99988246,
POSITIVE,0.991957784,
NEGATIVE,0.999751508,
POSITIVE,0.998945415,
POSITIVE,0.999768198,
POSITIVE,0.99979192,
POSITIVE,0.992861807,
POSITIVE,0.999809206,
POSITIVE,0.999345958,
POSITIVE,0.999886394,
NEGATIVE,0.991073191,
POSITIVE,0.999857664,
F,,A
POSITIVE,0.996625423,
POSITIVE,0.999858022,
F,,A
POSITIVE,0.9998734,
F,,A
POSITIVE,0.999885559,
POSITIVE,0.999619842,
NEGATIVE,0.987006545,
POSITIVE,0.999840975,
POSITIVE,0.999863625,
F,,A
NEGATIVE,0.983062029,
POSITIVE,0.999878407,
POSITIVE,0.999089956,
POSITIVE,0.999517798,
POSITIVE,0.999879122,
F,,A
POSITIVE,0.622957706,
NEGATIVE,0.999507308,
POSITIVE,0.99987638,
POSITIVE,0.999875069,
F,,A
NEGATIVE,0.930719137,
NEGATIVE,0.99955374,
POSITIVE,0.999847054,
POSITIVE,0.999524713,
POSITIVE,0.999716341,
POSITIVE,0.996873319,
NEGATIVE,0.999384403,
F,,A
POSITIVE,0.999578059,
NEGATIVE,0.998368084,
POSITIVE,0.999720514,
NEGATIVE,0.999731958,
F,,A
POSITIVE,0.98939383,
NEGATIVE,0.992493331,
NEGATIVE,0.713136673,
NEGATIVE,0.999742448,
POSITIVE,0.997359335,
POSITIVE,0.999809325,
POSITIVE,0.999848962,
NEGATIVE,0.999816,
NEGATIVE,0.998906374,
NEGATIVE,0.982243478,
F,,A
NEGATIVE,0.994143307,
POSITIVE,0.992671251,
POSITIVE,0.999870062,
POSITIVE,0.999867439,
POSITIVE,0.999887228,
NEGATIVE,0.998730838,
POSITIVE,0.99402076,
NEGATIVE,0.998117924,
POSITIVE,0.999884009,
POSITIVE,0.976647139,
NEGATIVE,0.855205834,
NEGATIVE,0.999545395,
POSITIVE,0.997117281,
POSITIVE,0.999581635,
POSITIVE,0.999852777,
POSITIVE,0.984344244,
POSITIVE,0.999610126,
NEGATIVE,0.999661207,
F,,A
NEGATIVE,0.99972719,
NEGATIVE,0.999733984,
F,,A
POSITIVE,0.999852657,
POSITIVE,0.995900691,
POSITIVE,0.993873477,
NEGATIVE,0.998507917,
POSITIVE,0.999871254,
F,,A
POSITIVE,0.999573529,
POSITIVE,0.999533653,
POSITIVE,0.963264346,
NEGATIVE,0.996655226,
NEGATIVE,0.99939239,
F,,A
F,,A
POSITIVE,0.999848962,
POSITIVE,0.999640584,
NEGATIVE,0.991179049,
POSITIVE,0.999655008,
POSITIVE,0.999540806,
F,,A
NEGATIVE,0.981349826,
F,,A
NEGATIVE,0.999815643,
POSITIVE,0.999883294,
F,,A
POSITIVE,0.999886155,
F,,A
NEGATIVE,0.999800622,
POSITIVE,0.937630832,
NEGATIVE,0.990402222,
POSITIVE,0.978238881,
POSITIVE,0.998015404,
F,,A
NEGATIVE,0.972902894,
F,,A
POSITIVE,0.990316749,
F,,A
F,,A
POSITIVE,0.999756515,
POSITIVE,0.999643326,
NEGATIVE,0.998543024,
POSITIVE,0.978527129,
POSITIVE,0.999676347,
NEGATIVE,0.935512543,
NEGATIVE,0.999499321,
NEGATIVE,0.879485726,
POSITIVE,0.999858856,
NEGATIVE,0.999694347,
POSITIVE,0.997843623,
POSITIVE,0.994985819,
NEGATIVE,0.999468148,
NEGATIVE,0.946987689,
POSITIVE,0.998720586,
NEGATIVE,0.997953653,
NEGATIVE,0.999590814,
POSITIVE,0.988545239,
POSITIVE,0.998991549,
POSITIVE,0.999887347,
NEGATIVE,0.999317765,
POSITIVE,0.999767601,
NEGATIVE,0.628264844,
F,,A
POSITIVE,0.999845028,
POSITIVE,0.999857903,
NEGATIVE,0.999784052,
POSITIVE,0.999708235,
NEGATIVE,0.999746621,
POSITIVE,0.999886632,
POSITIVE,0.999710977,
POSITIVE,0.999861479,
POSITIVE,0.993359506,
POSITIVE,0.783396065,
NEGATIVE,0.975394368,
POSITIVE,0.999836326,
NEGATIVE,0.999738276,
POSITIVE,0.999680161,
POSITIVE,0.999821961,
POSITIVE,0.999880433,
NEGATIVE,0.986277997,
POSITIVE,0.982265472,
POSITIVE,0.9996593,
POSITIVE,0.999859691,
POSITIVE,0.996172488,
NEGATIVE,0.997707963,
F,,A
POSITIVE,0.999883652,
NEGATIVE,0.99968338,
NEGATIVE,0.999808848,
NEGATIVE,0.998455048,
NEGATIVE,0.999769747,
POSITIVE,0.999122918,
POSITIVE,0.998554766,
F,,A
F,,A
NEGATIVE,0.997625887,
POSITIVE,0.999881864,
F,,A
POSITIVE,0.997994781,
POSITIVE,0.999871373,
POSITIVE,0.947522402,
F,,A
NEGATIVE,0.998883903,
NEGATIVE,0.998153031,
NEGATIVE,0.999817789,
POSITIVE,0.998508751,
NEGATIVE,0.999821246,
F,,A
F,,A
F,,A
NEGATIVE,0.929335535,
POSITIVE,0.99987185,
F,,A
POSITIVE,0.999647856,
POSITIVE,0.999835968,
POSITIVE,0.99988997,
F,,A
NEGATIVE,0.699949026,
F,,A
POSITIVE,0.999846339,
POSITIVE,0.999817908,
POSITIVE,0.999865055,
POSITIVE,0.999805391,
POSITIVE,0.99985075,
POSITIVE,0.999783337,
POSITIVE,0.999411821,
NEGATIVE,0.993815064,
F,,A
POSITIVE,0.999816954,
POSITIVE,0.999828458,
NEGATIVE,0.999787629,
POSITIVE,0.999821246,
F,,A
POSITIVE,0.999889016,
POSITIVE,0.999864936,
POSITIVE,0.997306228,
POSITIVE,0.9998734,
POSITIVE,0.999863744,
POSITIVE,0.999704897,
POSITIVE,0.999858737,
NEGATIVE,0.998080611,
NEGATIVE,0.837477148,
POSITIVE,0.999885559,
NEGATIVE,0.997918665,
POSITIVE,0.999878645,
NEGATIVE,0.989534318,
F,,A
F,,A
POSITIVE,0.999144673,
POSITIVE,0.999876261,
NEGATIVE,0.999162555,
POSITIVE,0.999868512,
POSITIVE,0.999793112,
NEGATIVE,0.999741495,
POSITIVE,0.999370992,
NEGATIVE,0.999212384,
POSITIVE,0.999233723,
POSITIVE,0.999728858,
NEGATIVE,0.998278856,
F,,A
POSITIVE,0.999541283,
F,,A
POSITIVE,0.99955374,
POSITIVE,0.999886513,
NEGATIVE,0.997166455,
POSITIVE,0.999885201,
F,,A
NEGATIVE,0.965232432,
F,,A
F,,A
POSITIVE,0.999857068,
POSITIVE,0.999838114,
POSITIVE,0.999853253,
POSITIVE,0.999845624,
POSITIVE,0.999858379,
POSITIVE,0.999879956,
F,,A
POSITIVE,0.999878764,
POSITIVE,0.999393821,
F,,A
NEGATIVE,0.962522984,
POSITIVE,0.999738157,
POSITIVE,0.997055054,
POSITIVE,0.999888539,
POSITIVE,0.999749601,
POSITIVE,0.999754846,
F,,A
POSITIVE,0.99980253,
F,,A
F,,A
POSITIVE,0.999884844,
POSITIVE,0.995456696,
POSITIVE,0.999808848,
F,,A
F,,A
F,,A
POSITIVE,0.994648397,
POSITIVE,0.999255717,
NEGATIVE,0.991157532,
F,,A
POSITIVE,0.999835253,
POSITIVE,0.999872684,
POSITIVE,0.999793708,
F,,A
POSITIVE,0.999738991,
POSITIVE,0.999856353,
POSITIVE,0.999869823,
NEGATIVE,0.99967134,
POSITIVE,0.99983263,
POSITIVE,0.997990608,
POSITIVE,0.999859333,
POSITIVE,0.998434603,
POSITIVE,0.999876499,
POSITIVE,0.999876261,
POSITIVE,0.999639153,
POSITIVE,0.999885559,
POSITIVE,0.999844551,
POSITIVE,0.999739587,
NEGATIVE,0.999583185,
POSITIVE,0.99980253,
NEGATIVE,0.993844151,
POSITIVE,0.999839187,
F,,A
F,,A
F,,A
POSITIVE,0.999787152,
POSITIVE,0.999715745,
POSITIVE,0.99979955,
POSITIVE,0.999878526,
POSITIVE,0.999875188,
POSITIVE,0.999792993,
POSITIVE,0.998337507,
NEGATIVE,0.965034425,
POSITIVE,0.998872221,
POSITIVE,0.999098897,
POSITIVE,0.999561727,
POSITIVE,0.999823034,
POSITIVE,0.999873877,
POSITIVE,0.999431789,
POSITIVE,0.999886632,
POSITIVE,0.999834418,
POSITIVE,0.999762237,
NEGATIVE,0.974654436,
POSITIVE,0.996939421,
POSITIVE,0.999724329,
POSITIVE,0.99975127,
POSITIVE,0.999013782,
POSITIVE,0.998422027,
F,,A
POSITIVE,0.999880672,
POSITIVE,0.999851227,
POSITIVE,0.999595225,
POSITIVE,0.999834895,
POSITIVE,0.999445021,
NEGATIVE,0.994572341,
NEGATIVE,0.999646187,
POSITIVE,0.999868631,
POSITIVE,0.999406457,
F,,A
NEGATIVE,0.64974618,
POSITIVE,0.99931097,
NEGATIVE,0.999737799,
NEGATIVE,0.995051801,
POSITIVE,0.999761641,
POSITIVE,0.993015647,
POSITIVE,0.999822319,
NEGATIVE,0.997537494,
NEGATIVE,0.991578221,
POSITIVE,0.995078802,
POSITIVE,0.999729931,
POSITIVE,0.999876499,
NEGATIVE,0.993618846,
POSITIVE,0.999868631,
NEGATIVE,0.999676824,
F,,A
POSITIVE,0.992223561,
POSITIVE,0.999657035,
F,,A
POSITIVE,0.999883771,
POSITIVE,0.998846292,
NEGATIVE,0.993747711,
POSITIVE,0.999837637,
POSITIVE,0.999844432,
NEGATIVE,0.999205053,
F,,A
POSITIVE,0.998952389,
NEGATIVE,0.886765838,
NEGATIVE,0.999784887,
F,,A
POSITIVE,0.999879956,
POSITIVE,0.999475539,
NEGATIVE,0.998070776,
POSITIVE,0.999795854,
POSITIVE,0.999849439,
NEGATIVE,0.998847842,
POSITIVE,0.999835372,
POSITIVE,0.999885201,
POSITIVE,0.999883294,
POSITIVE,0.999833465,
POSITIVE,0.997778237,
F,,A
F,,A
F,,A
NEGATIVE,0.998826563,
NEGATIVE,0.999796689,
POSITIVE,0.999772131,
NEGATIVE,0.999762714,
F,,A
NEGATIVE,0.957604647,
POSITIVE,0.999874949,
NEGATIVE,0.999756038,
NEGATIVE,0.988325357,
F,,A
POSITIVE,0.99908483,
NEGATIVE,0.999813378,
NEGATIVE,0.999610245,
POSITIVE,0.999881387,
F,,A
F,,A
NEGATIVE,0.517855287,
POSITIVE,0.999706566,
F,,A
POSITIVE,0.999855042,
F,,A
POSITIVE,0.997575939,
POSITIVE,0.996545017,
POSITIVE,0.99797374,
NEGATIVE,0.999633074,
POSITIVE,0.999721706,
NEGATIVE,0.946995676,
POSITIVE,0.99959439,
F,,A
POSITIVE,0.999858499,
F,,A
NEGATIVE,0.999796212,
NEGATIVE,0.999803126,
POSITIVE,0.999833465,
POSITIVE,0.99788326,
NEGATIVE,0.979944706,
POSITIVE,0.99969089,
POSITIVE,0.999853134,
NEGATIVE,0.999649048,
POSITIVE,0.999818146,
NEGATIVE,0.99691391,
F,,A
POSITIVE,0.99956578,
POSITIVE,0.99871242,
POSITIVE,0.999858379,
POSITIVE,0.997812033,
POSITIVE,0.999856591,
POSITIVE,0.999758899,
F,,A
F,,A
NEGATIVE,0.962530255,
POSITIVE,0.999779046,
NEGATIVE,0.970422447,
POSITIVE,0.999872565,
NEGATIVE,0.997797728,
POSITIVE,0.804692566,
POSITIVE,0.999868512,
F,,A
POSITIVE,0.999744475,
POSITIVE,0.998726189,
POSITIVE,0.749091029,
POSITIVE,0.999614716,
NEGATIVE,0.997801363,
NEGATIVE,0.994931638,
POSITIVE,0.999754369,
POSITIVE,0.999329209,
F,,A
F,,A
POSITIVE,0.99976784,
F,,A
F,,A
POSITIVE,0.999740064,
POSITIVE,0.999391317,
F,,A
POSITIVE,0.999847293,
F,,A
NEGATIVE,0.999685287,
NEGATIVE,0.990826786,
POSITIVE,0.976760983,
POSITIVE,0.999860048,
NEGATIVE,0.981092513,
POSITIVE,0.999875784,
F,,A
NEGATIVE,0.999103367,
NEGATIVE,0.998536944,
POSITIVE,0.999879599,
POSITIVE,0.999879599,
POSITIVE,0.999839306,
NEGATIVE,0.999783933,
POSITIVE,0.998878539,
POSITIVE,0.999877572,
F,,A
NEGATIVE,0.999340475,
POSITIVE,0.967935681,
POSITIVE,0.999879003,
POSITIVE,0.999867558,
F,,A
POSITIVE,0.999762356,
F,,A
POSITIVE,0.999834776,
POSITIVE,0.999866605,
NEGATIVE,0.999104321,
F,,A
F,,A
POSITIVE,0.999850392,
NEGATIVE,0.988805532,
POSITIVE,0.999801934,
F,,A
POSITIVE,0.999388456,
F,,A
F,,A
NEGATIVE,0.999309301,
POSITIVE,0.99911052,
POSITIVE,0.999811471,
NEGATIVE,0.973106146,
POSITIVE,0.999586165,
NEGATIVE,0.996975303,
POSITIVE,0.99988091,
NEGATIVE,0.989749253,
NEGATIVE,0.999360025,
POSITIVE,0.999848723,
POSITIVE,0.997332692,
POSITIVE,0.999830961,
POSITIVE,0.999848843,
POSITIVE,0.999837399,
POSITIVE,0.999829412,
POSITIVE,0.996560395,
POSITIVE,0.999780238,
POSITIVE,0.999889374,
F,,A
POSITIVE,0.999881506,
NEGATIVE,0.952284753,
POSITIVE,0.999859571,
POSITIVE,0.998710036,
POSITIVE,0.999614477,
POSITIVE,0.999783218,
F,,A
NEGATIVE,0.999754846,
POSITIVE,0.999839306,
POSITIVE,0.999882817,
F,,A
F,,A
POSITIVE,0.9998703,
POSITIVE,0.999853015,
POSITIVE,0.999322891,
POSITIVE,0.999885678,
POSITIVE,0.999868751,
NEGATIVE,0.968642175,
POSITIVE,0.999045074,
F,,A
NEGATIVE,0.999782979,
POSITIVE,0.999777019,
NEGATIVE,0.997543216,
POSITIVE,0.999830604,
POSITIVE,0.999885321,
POSITIVE,0.999813616,
F,,A
F,,A
F,,A
POSITIVE,0.999821126,
POSITIVE,0.999861717,
NEGATIVE,0.98057735,
POSITIVE,0.999848127,
NEGATIVE,0.998814821,
POSITIVE,0.99984479,
POSITIVE,0.999804914,
NEGATIVE,0.997314394,
POSITIVE,0.999881625,
POSITIVE,0.999788344,
NEGATIVE,0.999793351,
NEGATIVE,0.993632257,
POSITIVE,0.999883771,
POSITIVE,0.99613899,
POSITIVE,0.998168945,
NEGATIVE,0.995949984,
POSITIVE,0.999658227,
POSITIVE,0.99988234,
POSITIVE,0.999760211,
POSITIVE,0.999700546,
POSITIVE,0.999858975,
POSITIVE,0.960611582,
F,,A
POSITIVE,0.999756634,
POSITIVE,0.999649048,
NEGATIVE,0.986247599,
POSITIVE,0.999240994,
POSITIVE,0.990685046,
NEGATIVE,0.992005646,
POSITIVE,0.999839544,
POSITIVE,0.99985981,
POSITIVE,0.999880672,
POSITIVE,0.999865651,
POSITIVE,0.999827862,
NEGATIVE,0.989187539,
F,,A
NEGATIVE,0.999704063,
F,,A
POSITIVE,0.998908997,
POSITIVE,0.993813753,
F,,A
POSITIVE,0.99976486,
POSITIVE,0.999868751,
POSITIVE,0.999661922,
POSITIVE,0.999857187,
F,,A
POSITIVE,0.999889135,
POSITIVE,0.999774396,
NEGATIVE,0.980121732,
POSITIVE,0.999427617,
NEGATIVE,0.99974519,
POSITIVE,0.999114215,
F,,A
NEGATIVE,0.999801338,
POSITIVE,0.99944824,
POSITIVE,0.999777734,
F,,A
POSITIVE,0.999698639,
POSITIVE,0.999757111,
NEGATIVE,0.850882053,
POSITIVE,0.998880804,
POSITIVE,0.999297976,
POSITIVE,0.99989295,
F,,A
POSITIVE,0.99958092,
NEGATIVE,0.999741256,
POSITIVE,0.999472797,
NEGATIVE,0.916687548,
POSITIVE,0.999655962,
F,,A
POSITIVE,0.999794185,
F,,A
NEGATIVE,0.9978351,
POSITIVE,0.999863863,
POSITIVE,0.999877334,
POSITIVE,0.999838829,
POSITIVE,0.999867439,
POSITIVE,0.999846816,
NEGATIVE,0.99979645,
F,,A
NEGATIVE,0.724102855,
POSITIVE,0.999870539,
POSITIVE,0.999331117,
POSITIVE,0.999740183,
F,,A
F,,A
POSITIVE,0.99987483,
F,,A
POSITIVE,0.999353945,
POSITIVE,0.999856472,
F,,A
POSITIVE,0.999481142,
F,,A
POSITIVE,0.999470532,
F,,A
POSITIVE,0.999883413,
POSITIVE,0.999855757,
POSITIVE,0.999870539,
POSITIVE,0.999758542,
POSITIVE,0.999849558,
F,,A
POSITIVE,0.999872804,
NEGATIVE,0.998361409,
NEGATIVE,0.971846282,
F,,A
POSITIVE,0.786571324,
POSITIVE,0.999854326,
POSITIVE,0.999843597,
POSITIVE,0.999779761,
F,,A
F,,A
POSITIVE,0.999811709,
NEGATIVE,0.99899143,
NEGATIVE,0.806023419,
F,,A
POSITIVE,0.999886751,
POSITIVE,0.788465977,
NEGATIVE,0.805517554,
POSITIVE,0.999854326,
POSITIVE,0.999036789,
POSITIVE,0.999642849,
NEGATIVE,0.999486923,
F,,A
NEGATIVE,0.998916864,
NEGATIVE,0.973211944,
POSITIVE,0.999795854,
POSITIVE,0.999842525,
POSITIVE,0.999829531,
POSITIVE,0.999855518,
POSITIVE,0.999867201,
POSITIVE,0.999869227,
POSITIVE,0.999334395,
POSITIVE,0.999811947,
POSITIVE,0.999772727,
POSITIVE,0.999780476,
POSITIVE,0.985972047,
POSITIVE,0.999667048,
POSITIVE,0.98813045,
POSITIVE,0.999875903,
POSITIVE,0.999830961,
POSITIVE,0.999803007,
F,,A
POSITIVE,0.999846101,
POSITIVE,0.999854207,
F,,A
POSITIVE,0.999806702,
NEGATIVE,0.974492431,
NEGATIVE,0.999800384,
POSITIVE,0.999884486,
POSITIVE,0.999468148,
NEGATIVE,0.995974481,
POSITIVE,0.999864936,
POSITIVE,0.997802436,
POSITIVE,0.999595582,
POSITIVE,0.999861598,
POSITIVE,0.999786794,
POSITIVE,0.999843717,
POSITIVE,0.980419338,
POSITIVE,0.50125134,
NEGATIVE,0.998216569,
F,,A
POSITIVE,0.999862194,
POSITIVE,0.999697328,
F,,A
POSITIVE,0.99956423,
NEGATIVE,0.960975945,
POSITIVE,0.999874473,
POSITIVE,0.999868751,
F,,A
POSITIVE,0.999888778,
POSITIVE,0.999697089,
POSITIVE,0.897046745,
POSITIVE,0.999882817,
POSITIVE,0.999836326,
POSITIVE,0.996755421,
POSITIVE,0.999832392,
NEGATIVE,0.998714209,
POSITIVE,0.999782383,
POSITIVE,0.999873281,
NEGATIVE,0.984475791,
POSITIVE,0.999877334,
POSITIVE,0.999880552,
POSITIVE,0.999885082,
POSITIVE,0.999883771,
NEGATIVE,0.999626756,
POSITIVE,0.998328269,
POSITIVE,0.986477494,
NEGATIVE,0.998299658,
POSITIVE,0.999880552,
NEGATIVE,0.999031663,
NEGATIVE,0.999424696,
POSITIVE,0.999493361,
POSITIVE,0.978285015,
POSITIVE,0.999840498,
POSITIVE,0.842079818,
POSITIVE,0.999660015,
POSITIVE,0.994923294,
POSITIVE,0.999841809,
POSITIVE,0.999885559,
POSITIVE,0.999767005,
F,,A
POSITIVE,0.999774635,
POSITIVE,0.999623179,
POSITIVE,0.999865413,
POSITIVE,0.999885917,
POSITIVE,0.999595106,
POSITIVE,0.999889493,
NEGATIVE,0.999502301,
F,,A
POSITIVE,0.999878883,
POSITIVE,0.999790013,
POSITIVE,0.999820769,
POSITIVE,0.999890924,
NEGATIVE,0.997609377,
NEGATIVE,0.98331362,
POSITIVE,0.999864459,
POSITIVE,0.999869108,
F,,A
POSITIVE,0.999825537,
POSITIVE,0.997548521,
POSITIVE,0.999873996,
F,,A
POSITIVE,0.99984479,
POSITIVE,0.999878049,
NEGATIVE,0.998683751,
NEGATIVE,0.975257814,
POSITIVE,0.999873757,
POSITIVE,0.996113896,
F,,A
POSITIVE,0.999881983,
POSITIVE,0.999798119,
POSITIVE,0.999624133,
NEGATIVE,0.985727966,
NEGATIVE,0.772733629,
POSITIVE,0.999534488,
POSITIVE,0.999531031,
F,,A
F,,A
F,,A
POSITIVE,0.999860644,
POSITIVE,0.999882102,
NEGATIVE,0.999272645,
POSITIVE,0.999802172,
F,,A
POSITIVE,0.999516129,
POSITIVE,0.999874949,
POSITIVE,0.999836326,
POSITIVE,0.999821723,
POSITIVE,0.999763191,
POSITIVE,0.998421073,
POSITIVE,0.999863267,
POSITIVE,0.999865413,
NEGATIVE,0.968644738,
POSITIVE,0.999780357,
POSITIVE,0.999863982,
POSITIVE,0.999703825,
POSITIVE,0.999798357,
POSITIVE,0.547264576,
F,,A
POSITIVE,0.999779642,
POSITIVE,0.997484922,
POSITIVE,0.999887824,
POSITIVE,0.998420715,
POSITIVE,0.999704897,
POSITIVE,0.999884248,
POSITIVE,0.999879956,
POSITIVE,0.999877453,
POSITIVE,0.999814689,
POSITIVE,0.999655008,
POSITIVE,0.759312809,
POSITIVE,0.999867439,
NEGATIVE,0.999504924,
POSITIVE,0.996434212,
POSITIVE,0.988568425,
POSITIVE,0.999883056,
POSITIVE,0.999850988,
NEGATIVE,0.986820281,
NEGATIVE,0.756040692,
F,,A
POSITIVE,0.999836087,
NEGATIVE,0.999395251,
POSITIVE,0.999640584,
NEGATIVE,0.999696016,
POSITIVE,0.999888539,
POSITIVE,0.994708538,
NEGATIVE,0.978988171,
POSITIVE,0.990801394,
POSITIVE,0.999884963,
POSITIVE,0.999206841,
POSITIVE,0.987308681,
POSITIVE,0.999867916,
POSITIVE,0.999605358,
NEGATIVE,0.999611676,
F,,A
F,,A
POSITIVE,0.999062002,
POSITIVE,0.924764693,
POSITIVE,0.999876976,
POSITIVE,0.999867201,
POSITIVE,0.999884367,
POSITIVE,0.999704659,
POSITIVE,0.999738395,
F,,A
POSITIVE,0.990292013,
POSITIVE,0.999599278,
POSITIVE,0.997543514,
POSITIVE,0.999873519,
POSITIVE,0.991010785,
POSITIVE,0.995659292,
POSITIVE,0.999389768,
POSITIVE,0.999763906,
F,,A
NEGATIVE,0.533779085,
POSITIVE,0.999860048,
POSITIVE,0.999858975,
F,,A
POSITIVE,0.99952805,
POSITIVE,0.999882221,
POSITIVE,0.999845862,
POSITIVE,0.99985218,
F,,A
POSITIVE,0.999850035,
POSITIVE,0.999843478,
POSITIVE,0.999825895,
NEGATIVE,0.99812454,
F,,A
NEGATIVE,0.881771982,
POSITIVE,0.999870658,
F,,A
NEGATIVE,0.999826849,
POSITIVE,0.999881387,
POSITIVE,0.999846935,
POSITIVE,0.999789655,
POSITIVE,0.999812543,
POSITIVE,0.99980849,
NEGATIVE,0.982479095,
NEGATIVE,0.897861421,
POSITIVE,0.999105394,
POSITIVE,0.998417616,
NEGATIVE,0.988030255,
POSITIVE,0.975716352,
NEGATIVE,0.999670744,
POSITIVE,0.999559581,
POSITIVE,0.999880314,
NEGATIVE,0.99265641,
POSITIVE,0.999823987,
POSITIVE,0.612383723,
NEGATIVE,0.998006046,
NEGATIVE,0.992306173,
POSITIVE,0.999824703,
NEGATIVE,0.999795139,
POSITIVE,0.999854565,
F,,A
NEGATIVE,0.966518998,
POSITIVE,0.999843359,
POSITIVE,0.997692823,
NEGATIVE,0.984909236,
F,,A
POSITIVE,0.986712813,
POSITIVE,0.586446822,
POSITIVE,0.999891281,
POSITIVE,0.99986279,
POSITIVE,0.999878764,
POSITIVE,0.999799311,
NEGATIVE,0.999749005,
POSITIVE,0.9998281,
POSITIVE,0.999652267,
POSITIVE,0.999575913,
NEGATIVE,0.982497513,
POSITIVE,0.999671936,
POSITIVE,0.999879837,
NEGATIVE,0.979966819,
NEGATIVE,0.835794628,
NEGATIVE,0.993115127,
POSITIVE,0.99981612,
POSITIVE,0.999853373,
F,,A
POSITIVE,0.999609292,
POSITIVE,0.999534249,
POSITIVE,0.999849916,
POSITIVE,0.997572124,
NEGATIVE,0.999807537,
POSITIVE,0.999788821,
POSITIVE,0.999874949,
POSITIVE,0.999824345,
POSITIVE,0.999824226,
F,,A
POSITIVE,0.998871505,
POSITIVE,0.999734938,
NEGATIVE,0.995148599,
POSITIVE,0.998969793,
POSITIVE,0.996863127,
POSITIVE,0.999863029,
NEGATIVE,0.973562539,
POSITIVE,0.996711016,
POSITIVE,0.999778569,
F,,A
F,,A
POSITIVE,0.99982065,
POSITIVE,0.959999621,
NEGATIVE,0.968611121,
POSITIVE,0.933032513,
POSITIVE,0.89253974,
NEGATIVE,0.921872973,
POSITIVE,0.995927632,
POSITIVE,0.999737561,
POSITIVE,0.99986136,
F,,A
POSITIVE,0.999883771,
F,,A
POSITIVE,0.999879956,
NEGATIVE,0.987908423,
POSITIVE,0.999835253,
POSITIVE,0.999438584,
POSITIVE,0.999885201,
POSITIVE,0.999884844,
NEGATIVE,0.999655366,
POSITIVE,0.999818265,
POSITIVE,0.999879718,
POSITIVE,0.918424845,
POSITIVE,0.997488618,
POSITIVE,0.990831554,
POSITIVE,0.999885798,
POSITIVE,0.999682784,
POSITIVE,0.999652147,
POSITIVE,0.509808421,
POSITIVE,0.999891162,
POSITIVE,0.998556912,
POSITIVE,0.994678974,
POSITIVE,0.999874353,
POSITIVE,0.999884009,
POSITIVE,0.999566495,
POSITIVE,0.999632955,
POSITIVE,0.999868631,
POSITIVE,0.983151317,
